SchemaIdentifier,SchemaMajorVersion,SchemaMajorVersionDate,SchemaLabel,SchemaDescription,SchemaTemplateId,SchemaMinorVersions,SchemaMinorVersionDates,SchemaMinorVersionDescriptions,SchemaRequirementIdentifier,SchemaRequirementOrder,SchemaRequirementLabel,SchemaRequirementMandatory,SchemaRequirementDescription,SchemaRequirementMinOccurances,SchemaRequirementMaxOccurances,SchemaRequirementNote,SchemaRequirementFieldIdentifier,SchemaRequirementFieldOrder,SchemaRequirementFieldDescription,SchemaRequirementFieldMandatory,SchemaRequirementFieldMinOccurances,SchemaRequirementFieldMaxOccurances,SchemaRequirementFieldHelp,FieldIdentifier,FieldLabel,FieldType,FieldDescription,FieldPattern,FieldURIStubs
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_eligibility_service","7","Link Taxonomies Eligibility Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","attending_access","12","Access restrictions for this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","False","0","99","","link_taxonomies_eligibility_service_attending_access","attending_access","EncodedList","Access restrictions for this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","(referral|appointment|membership|drop-in)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area","8","Link Taxonomies Service Area","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","id","1","Each service area must have a unique identifier","True","1","99","","link_taxonomies_service_area_id","id","String","Each service area must have a unique identifier","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area","8","Link Taxonomies Service Area","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","service_area","2","The geographic area where a service is available. This is a free-text description, and so may be precise or indefinite as necessary.","False","0","99","","link_taxonomies_service_area_service_area","service_area","String","The geographic area where a service is available. This is a free-text description, and so may be precise or indefinite as necessary.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area","8","Link Taxonomies Service Area","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","extent","3","A definition of the polygon defining the area, in geojson.","False","0","99","","link_taxonomies_service_area_extent","extent","String","A definition of the polygon defining the area, in geojson.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area","8","Link Taxonomies Service Area","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","uri","4","A persistent identifier to identify an area.","False","0","99","","link_taxonomies_service_area_uri","uri","String","A persistent identifier to identify an area.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","id","1","Each service must have a unique identifier.","True","1","99","","link_taxonomies_service_area_service_id","id","String","Each service must have a unique identifier.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","name","2","The official or public name of the service.","True","1","99","","link_taxonomies_service_area_service_name","name","String","The official or public name of the service.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","description","3","A description of the service.  It can contain markup such as HTML or Markdown.","False","0","99","","link_taxonomies_service_area_service_description","description","String","A description of the service.  It can contain markup such as HTML or Markdown.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","url","4","URL of the service","False","0","99","","link_taxonomies_service_area_service_url","url","URI","URL of the service","^(https?|wss?|ftp)://",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","email","5","Email address for the service","False","0","99","","link_taxonomies_service_area_service_email","email","String","Email address for the service","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","status","6","The current status of the service.","False","0","99","","link_taxonomies_service_area_service_status","status","EncodedList","The current status of the service.","(active|inactive|defunct|temporarily closed)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","fees","7","Details of any charges for service users to access this service.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'cost_option'.  This 'fees' field can contain a single human-readable description of costs.  The 'cost_option' table can optionally add a further breakdown that can be filtered on.","False","0","99","","link_taxonomies_service_area_service_fees","fees","String","Details of any charges for service users to access this service.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'cost_option'.  This 'fees' field can contain a single human-readable description of costs.  The 'cost_option' table can optionally add a further breakdown that can be filtered on.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","accreditations","8","Details of any accreditations. Accreditation is the formal evaluation of an organization or program against best practice standards set by an accrediting organization.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'review'.  This 'accreditations' field can contain a single human-readable description of reviews.  The 'review' table can optionally add a further breakdown that can be filtered on.","False","0","99","","link_taxonomies_service_area_service_accreditations","accreditations","String","Details of any accreditations. Accreditation is the formal evaluation of an organization or program against best practice standards set by an accrediting organization.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'review'.  This 'accreditations' field can contain a single human-readable description of reviews.  The 'review' table can optionally add a further breakdown that can be filtered on.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","deliverable_type","9","A categorisation of the nature of the output of the Service.

Application Profile Notes: Expected to reference a taxonomy rather than an enueration in future versions","False","0","99","","link_taxonomies_service_area_service_deliverable_type","deliverable_type","EncodedList","A categorisation of the nature of the output of the Service.

Application Profile Notes: Expected to reference a taxonomy rather than an enueration in future versions","(Advice|Assessment|Counselling|Equipment|Financial Support|Information|Permission|Training)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","assured_date","10","The date that the information about the service was last checked","False","0","99","","link_taxonomies_service_area_service_assured_date","assured_date","String","The date that the information about the service was last checked","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","attending_type","11","How to attend this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","False","0","99","","link_taxonomies_service_area_service_attending_type","attending_type","EncodedList","How to attend this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","(phone|online|venue|home visit)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_service_area_service","9","Link Taxonomies Service Area Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","attending_access","12","Access restrictions for this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","False","0","99","","link_taxonomies_service_area_service_attending_access","attending_access","EncodedList","Access restrictions for this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","(referral|appointment|membership|drop-in)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option","10","Link Taxonomies Cost Option","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","id","1","Each entry must have a unique identifier","True","1","99","","link_taxonomies_cost_option_id","id","String","Each entry must have a unique identifier","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option","10","Link Taxonomies Cost Option","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","valid_from","2","When this price is valid from","False","0","99","","link_taxonomies_cost_option_valid_from","valid_from","Date","When this price is valid from","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option","10","Link Taxonomies Cost Option","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","valid_to","3","When this price is valid to","False","0","99","","link_taxonomies_cost_option_valid_to","valid_to","Date","When this price is valid to","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option","10","Link Taxonomies Cost Option","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","option","4","Conditions associated with the cost option.

Application Profile Notes: e.g.<ul><li>For the over 60's</li><li>1st session</li></ul>","False","0","99","","link_taxonomies_cost_option_option","option","String","Conditions associated with the cost option.

Application Profile Notes: e.g.<ul><li>For the over 60's</li><li>1st session</li></ul>","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option","10","Link Taxonomies Cost Option","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","amount","5","The cost of the option, expresssed as an amount in a currency (expected to be GBP by Open Referral UK).","False","0","99","","link_taxonomies_cost_option_amount","amount","Number","The cost of the option, expresssed as an amount in a currency (expected to be GBP by Open Referral UK).","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option","10","Link Taxonomies Cost Option","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","amount_description","6","Specific details qualifying the cost amount, e.g. 'per session'","False","0","99","","link_taxonomies_cost_option_amount_description","amount_description","String","Specific details qualifying the cost amount, e.g. 'per session'","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","id","1","Each service must have a unique identifier.","True","1","99","","link_taxonomies_cost_option_service_id","id","String","Each service must have a unique identifier.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","name","2","The official or public name of the service.","True","1","99","","link_taxonomies_cost_option_service_name","name","String","The official or public name of the service.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","description","3","A description of the service.  It can contain markup such as HTML or Markdown.","False","0","99","","link_taxonomies_cost_option_service_description","description","String","A description of the service.  It can contain markup such as HTML or Markdown.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","url","4","URL of the service","False","0","99","","link_taxonomies_cost_option_service_url","url","URI","URL of the service","^(https?|wss?|ftp)://",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","email","5","Email address for the service","False","0","99","","link_taxonomies_cost_option_service_email","email","String","Email address for the service","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","status","6","The current status of the service.","False","0","99","","link_taxonomies_cost_option_service_status","status","EncodedList","The current status of the service.","(active|inactive|defunct|temporarily closed)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","fees","7","Details of any charges for service users to access this service.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'cost_option'.  This 'fees' field can contain a single human-readable description of costs.  The 'cost_option' table can optionally add a further breakdown that can be filtered on.","False","0","99","","link_taxonomies_cost_option_service_fees","fees","String","Details of any charges for service users to access this service.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'cost_option'.  This 'fees' field can contain a single human-readable description of costs.  The 'cost_option' table can optionally add a further breakdown that can be filtered on.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","accreditations","8","Details of any accreditations. Accreditation is the formal evaluation of an organization or program against best practice standards set by an accrediting organization.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'review'.  This 'accreditations' field can contain a single human-readable description of reviews.  The 'review' table can optionally add a further breakdown that can be filtered on.","False","0","99","","link_taxonomies_cost_option_service_accreditations","accreditations","String","Details of any accreditations. Accreditation is the formal evaluation of an organization or program against best practice standards set by an accrediting organization.

Application Profile Notes: Use structured information where available in preference to this text field. LGA defines an extension table for 'review'.  This 'accreditations' field can contain a single human-readable description of reviews.  The 'review' table can optionally add a further breakdown that can be filtered on.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","deliverable_type","9","A categorisation of the nature of the output of the Service.

Application Profile Notes: Expected to reference a taxonomy rather than an enueration in future versions","False","0","99","","link_taxonomies_cost_option_service_deliverable_type","deliverable_type","EncodedList","A categorisation of the nature of the output of the Service.

Application Profile Notes: Expected to reference a taxonomy rather than an enueration in future versions","(Advice|Assessment|Counselling|Equipment|Financial Support|Information|Permission|Training)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","assured_date","10","The date that the information about the service was last checked","False","0","99","","link_taxonomies_cost_option_service_assured_date","assured_date","String","The date that the information about the service was last checked","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","attending_type","11","How to attend this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","False","0","99","","link_taxonomies_cost_option_service_attending_type","attending_type","EncodedList","How to attend this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","(phone|online|venue|home visit)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_cost_option_service","11","Link Taxonomies Cost Option Service","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","attending_access","12","Access restrictions for this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","False","0","99","","link_taxonomies_cost_option_service_attending_access","attending_access","EncodedList","Access restrictions for this service.

Application Profile Notes: Expected to reference a taxonomy ratehr than an enueration in future versions","(referral|appointment|membership|drop-in)",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_taxonomy","12","Link Taxonomies Taxonomy","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","id","1","Each taxonomy entry must have a unique identifier. If combining multiple taxonomies with overlapping identifiers, use a prefix to distinguish them. The prefix can be a CURIE which must be resolvable by all software consuming the data.","True","1","99","","link_taxonomies_taxonomy_id","id","String","Each taxonomy entry must have a unique identifier. If combining multiple taxonomies with overlapping identifiers, use a prefix to distinguish them. The prefix can be a CURIE which must be resolvable by all software consuming the data.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_taxonomy","12","Link Taxonomies Taxonomy","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","1","99","","name","2","The name of this taxonomy term or category.","True","1","99","","link_taxonomies_taxonomy_name","name","String","The name of this taxonomy term or category.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_taxonomy","12","Link Taxonomies Taxonomy","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","parent_id","3","If this is a child category in a hierarchical taxonomy, give the identifier of the parent category. For top-level categories, this should be left blank.","False","0","99","","link_taxonomies_taxonomy_parent_id","parent_id","String","If this is a child category in a hierarchical taxonomy, give the identifier of the parent category. For top-level categories, this should be left blank.","",""
"CombinedServiceSchema","1","07/04/2020","Combined Service Schema","CSV definition of the structure of CSV schemas!","Plain","0","07/04/2020","First formal release","link_taxonomies_taxonomy","12","Link Taxonomies Taxonomy","False","Field, from pool of fields, used to meet the schema field requirements.  That is, as standard property which is re-used across schema requirements","0","99","","vocabulary","4","If this is an established taxonomy, detail which taxonomy is in use. For example, AIRS or Open Eligibility.","False","0","99","","link_taxonomies_taxonomy_vocabulary","vocabulary","String","If this is an established taxonomy, detail which taxonomy is in use. For example, AIRS or Open Eligibility.","",""
